0.00100,-9.90109
0.00200,-9.80144
0.00300,-9.69923
0.00400,-9.60002
0.00500,-9.49920
0.00600,-9.39875
0.00700,-9.30206
0.00800,-9.20057
0.00900,-9.09973
0.01000,-9.00197
0.01100,-8.90173
0.01200,-8.79920
0.01300,-8.69972
0.01400,-8.60223
0.01500,-8.49995
0.01600,-8.39571
0.01700,-8.30206
0.01800,-8.20278
0.01900,-8.09601
0.02000,-7.99926
0.02100,-7.90534
0.02200,-7.79752
0.02300,-7.69354
0.02400,-7.60370
0.02500,-7.50290
0.02600,-7.39238
0.02700,-7.30217
0.02800,-7.20829
0.02900,-7.09233
0.03000,-6.99460
0.03100,-6.91401
0.03200,-6.79866
0.03300,-6.68560
0.03400,-6.60970
0.03500,-6.50848
0.03600,-6.38331
0.03700,-6.30065
0.03800,-6.21909
0.03900,-6.08842
0.04000,-5.98683
0.04100,-5.92239
0.04200,-5.80214
0.04300,-5.67469
0.04400,-5.61537
0.04500,-5.51992
0.04600,-5.36807
0.04700,-5.29763
0.04800,-5.23778
0.04900,-5.07616
0.05000,-4.97024
0.05100,-4.94678
0.05200,-4.80118
0.05300,-4.64084
0.05400,-4.63703
0.05500,-4.54563
0.05600,-4.32105
0.05700,-4.29590
0.05800,-4.30824
0.05900,-4.03307
0.06000,-3.87561
0.06100,-4.10873
0.06200,-3.94659
0.06300,-2.70752
0.06400,-5.50602
0.06500,-1.32028
0.06600,-4.73468
0.06700,-3.75361
0.06800,-0.87859
0.06900,-6.32296
0.07000,-0.35246
0.07100,-3.92314
0.07200,-3.34869
0.07300,-1.65831
0.07400,-2.80393
0.07500,-3.85226
0.07600,0.28377
0.07700,-5.49000
0.07800,0.69740
0.07900,-4.28585
0.08000,-0.60957
0.08100,-2.53716
0.08200,-1.78552
0.08300,-1.45344
0.08400,-1.48286
0.08500,-2.53126
0.08600,0.54515
0.08700,-3.49904
0.08800,0.45362
0.08900,-2.02731
0.09000,-0.11019
0.09100,-2.66179
0.09200,1.94861
0.09300,-3.38689
0.09400,0.58079
0.09500,0.40227
0.09600,-2.56438
0.09700,1.63592
0.09800,-0.97390
0.09900,-0.27951
0.10000,0.28517
0.10100,0.30688
0.10200,-0.42943
0.10300,0.86461
0.10400,0.41657
0.10500,-0.46308
0.10600,2.57976
0.10700,-1.82140
0.10800,2.84863
0.10900,0.19664
0.11000,0.56556
0.11100,1.32363
0.11200,2.41150
0.11300,-1.02358
0.11400,3.09718
0.11500,1.65895
0.11600,0.60354
0.11700,0.83223
0.11800,6.27050
0.11900,-4.93300
0.12000,7.83556
0.12100,-0.22568
0.12200,1.37010
0.12300,3.94275
0.12400,1.70803
0.12500,2.39415
0.12600,2.45812
0.12700,3.24104
0.12800,2.81955
0.12900,1.69237
0.13000,4.57625
0.13100,2.61645
0.13200,2.23141
0.13300,4.49451
0.13400,3.35233
0.13500,2.53941
0.13600,4.07520
0.13700,4.73772
0.13800,1.94126
0.13900,4.97217
0.14000,4.32845
0.14100,3.41474
0.14200,3.86626
0.14300,5.66685
0.14400,3.31536
0.14500,4.32955
0.14600,5.48268
0.14700,4.40177
0.14800,4.14124
0.14900,5.50817
0.15000,5.45076
0.15100,4.00110
0.15200,5.57232
0.15300,6.22998
0.15400,4.19190
0.15500,5.65031
0.15600,6.30658
0.15700,5.82266
0.15800,3.74599
0.15900,8.85798
0.16000,4.22716
0.16100,6.10554
0.16200,6.12497
0.16300,8.63207
0.16400,2.04347
0.16500,10.09272
0.16600,6.22216
0.16700,4.45071
0.16800,8.62589
0.16900,7.75308
0.17000,4.36122
0.17100,8.55103
0.17200,8.81346
0.17300,3.64952
0.17400,10.47791
0.17500,6.48611
0.17600,7.35508
0.17700,7.35628
0.17800,9.62417
0.17900,5.30522
0.18000,10.07182
0.18100,7.20837
0.18200,8.10886
0.18300,8.96307
0.18400,7.34418
0.18500,9.76834
0.18600,7.71353
0.18700,8.38142
0.18800,10.60285
0.18900,6.45373
0.19000,10.52200
0.19100,9.58942
0.19200,7.05705
0.19300,11.57148
0.19400,8.31898
0.19500,9.44849
0.19600,9.56884
0.19700,10.79149
0.19800,7.96429
0.19900,11.24404
0.20000,-10.08516
0.20100,-10.67189
0.20200,-8.95937
0.20300,-10.66007
0.20400,-7.60984
0.20500,-12.85572
0.20600,-6.05408
0.20700,-10.29912
0.20800,-11.69704
0.20900,-4.42439
0.21000,-13.09285
0.21100,-7.27696
0.21200,-8.21292
0.21300,-9.86313
0.21400,-8.20985
0.21500,-7.85687
0.21600,-9.62970
0.21700,-7.00043
0.21800,-9.10197
0.21900,-8.06334
0.22000,-6.98680
0.22100,-9.52401
0.22200,-6.36462
0.22300,-8.60274
0.22400,-6.71196
0.22500,-9.09255
0.22600,-5.09149
0.22700,-9.69157
0.22800,-5.02041
0.22900,-9.60115
0.23000,-3.71136
0.23100,-10.11657
0.23200,-5.61566
0.23300,-4.74622
0.23400,-10.33793
0.23500,-3.98726
0.23600,-5.74682
0.23700,-9.12044
0.23800,-4.12056
0.23900,-5.50423
0.24000,-8.47158
0.24100,-4.07763
0.24200,-5.25322
0.24300,-8.12936
0.24400,-3.10326
0.24500,-6.80441
0.24600,-5.12319
0.24700,-5.41881
0.24800,-4.87168
0.24900,-5.22983
0.25000,-5.48003
0.25100,-4.21313
0.25200,-4.66927
0.25300,-6.32157
0.25400,-1.96318
0.25500,-6.79483
0.25600,-3.57383
0.25700,-3.70138
0.25800,-5.19056
0.25900,-3.63465
0.26000,-4.06840
0.26100,-3.29052
0.26200,-5.56702
0.26300,-1.28057
0.26400,-5.46887
0.26500,-2.91938
0.26600,-3.00944
0.26700,-3.92643
0.26800,-2.45758
0.26900,-4.60738
0.27000,-0.30945
0.27100,-6.00230
0.27200,-0.90154
0.27300,-2.38483
0.27400,-4.49708
0.27500,-0.79504
0.27600,-2.65331
0.27700,-3.11890
0.27800,-1.82731
0.27900,-0.96182
0.28000,-4.14558
0.28100,-0.40593
0.28200,-1.41367
0.28300,-3.56903
0.28400,0.00834
0.28500,-1.23167
0.28600,-3.68392
0.28700,1.61765
0.28800,-3.08353
0.28900,-0.88556
0.29000,-0.15930
0.29100,-1.94688
0.29200,0.46631
0.29300,-3.07651
0.29400,3.51073
0.29500,-5.61674
0.29600,3.87125
0.29700,-2.17047
0.29800,-0.67735
0.29900,1.16871
0.30000,-0.38265
0.30100,-0.84050
0.30200,1.60465
0.30300,-0.52751
0.30400,0.42096
0.30500,0.77033
0.30600,0.37643
0.30700,1.35388
0.30800,-1.17436
0.30900,4.45763
0.31000,-3.19857
0.31100,4.35990
0.31200,-0.11411
0.31300,1.02271
0.31400,1.91659
0.31500,2.01438
0.31600,-0.31440
0.31700,4.51323
0.31800,-1.17624
0.31900,4.56862
0.32000,-0.11115
0.32100,3.40897
0.32200,1.85678
0.32300,1.95755
0.32400,2.60468
0.32500,3.21954
0.32600,1.01699
0.32700,4.11948
0.32800,2.60389
0.32900,1.95060
0.33000,3.73707
0.33100,4.06704
0.33200,0.28046
0.33300,6.91261
0.33400,0.76998
0.33500,4.40092
0.33600,3.92101
0.33700,3.20353
0.33800,3.71173
0.33900,4.83294
0.34000,2.32627
0.34100,6.02849
0.34200,3.01561
0.34300,3.58784
0.34400,7.43485
0.34500,0.07538
0.34600,8.63328
0.34700,2.40322
0.34800,5.28050
0.34900,5.43152
0.35000,4.19761
0.35100,5.81798
0.35200,5.01851
0.35300,4.06533
0.35400,8.68646
0.35500,0.75357
0.35600,10.02351
0.35700,3.21044
0.35800,6.22870
0.35900,6.35481
0.36000,5.68017
0.36100,6.45736
0.36200,5.00172
0.36300,8.41689
0.36400,4.40328
0.36500,7.34937
0.36600,6.63656
0.36700,7.13433
0.36800,4.96244
0.36900,9.54050
0.37000,5.07893
0.37100,7.52997
0.37200,7.43758
0.37300,7.92712
0.37400,5.21976
0.37500,10.53700
0.37600,4.88482
0.37700,9.53719
0.37800,6.72918
0.37900,8.13678
0.38000,9.23668
0.38100,4.96411
0.38200,12.37635
0.38300,5.03349
0.38400,9.33397
0.38500,9.32472
0.38600,8.15597
0.38700,7.17178
0.38800,11.54588
0.38900,7.50450
0.39000,7.08745
0.39100,13.66870
0.39200,4.82111
0.39300,10.91599
0.39400,10.66665
0.39500,7.60060
0.39600,9.66490
0.39700,11.97941
0.39800,6.93180
0.39900,11.02375
0.40000,-8.57394
0.40100,-12.50039
0.40200,-8.27033
0.40300,-9.15370
0.40400,-11.03743
0.40500,-9.41891
0.40600,-7.10824
0.40700,-12.47117
0.40800,-8.02945
0.40900,-6.66104
0.41000,-13.74510
0.41100,-4.99225
0.41200,-9.77228
0.41300,-9.80463
0.41400,-8.35791
0.41500,-5.63594
0.41600,-13.93536
0.41700,-2.73305
0.41800,-11.14253
0.41900,-8.65742
0.42000,-4.96996
0.42100,-11.59626
0.42200,-4.89397
0.42300,-9.13856
0.42400,-7.61899
0.42500,-6.45758
0.42600,-8.85813
0.42700,-5.99175
0.42800,-7.90586
0.42900,-7.34531
0.43000,-5.66265
0.43100,-9.02351
0.43200,-4.70906
0.43300,-7.89901
0.43400,-6.48387
0.43500,-6.12224
0.43600,-6.67775
0.43700,-5.86081
0.43800,-7.70464
0.43900,-3.17322
0.44000,-9.34682
0.44100,-3.77659
0.44200,-6.05053
0.44300,-6.28079
0.44400,-5.83946
0.44500,-3.82875
0.44600,-7.67002
0.44700,-3.52463
0.44800,-6.26861
0.44900,-4.29253
0.45000,-5.55031
0.45100,-5.37283
0.45200,-2.79793
0.45300,-7.29539
0.45400,-3.44499
0.45500,-2.82892
0.45600,-8.21395
0.45700,-0.68593
0.45800,-5.49944
0.45900,-5.38126
0.46000,-1.78599
0.46100,-4.89741
0.46200,-4.99939
0.46300,-1.10609
0.46400,-5.80536
0.46500,-2.86476
0.46600,-2.93256
0.46700,-3.18760
0.46800,-5.11284
0.46900,0.02589
0.47000,-5.32115
0.47100,-3.01207
0.47200,-0.36894
0.47300,-6.01845
0.47400,0.40121
0.47500,-4.95906
0.47600,-0.49262
0.47700,-2.95579
0.47800,-3.68465
0.47900,1.12915
0.48000,-4.95696
0.48100,-1.12228
0.48200,-0.57730
0.48300,-2.86028
0.48400,-2.01637
0.48500,-0.39468
0.48600,-0.91517
0.48700,-4.26967
0.48800,2.54603
0.48900,-3.11406
0.49000,-1.37603
0.49100,0.33022
0.49200,-1.40013
0.49300,-0.22822
0.49400,-2.66089
0.49500,3.63339
0.49600,-4.82628
0.49700,2.09863
0.49800,-0.14497
0.49900,-0.85609
0.50000,-0.42392
0.50100,1.81144
